export_id,date_key,corridor_key,fruit_key,grower_key,season,subzone,variety,pack_week,season_phase,trays_submitted,trays_exported,trays_lost,loss_pct,dm_pct_avg,tzg_score,mts_pass,submit_payment_nzd,taste_payment_nzd,total_return_nzd,freight_cost_nzd,margin_erosion_pct,otif_pct,risk_score,congestion_index,rainfall_mm_7d,reg_index,vol_index
15898,20260330,2,25732,274,2025/26,Katikati,SunGold,14,MainPack,325,315,10,3.197,17.32,0.269,True,1170.0,80.5,1250.5,117.19,7.28,88.46,21,91.8,32.0,15.0,104
15899,20260406,2,25733,274,2025/26,Katikati,SunGold,15,MainPack,338,328,10,3.193,17.24,0.251,True,1216.8,78.21,1295.01,122.03,7.68,88.46,21,91.8,32.0,15.0,104
15900,20260413,2,25734,274,2025/26,Katikati,SunGold,16,MainPack,261,252,9,3.736,17.0,0.198,True,939.6,47.4,987.0,93.76,8.88,88.46,21,91.8,32.0,15.0,104
15901,20260420,2,25735,274,2025/26,Katikati,SunGold,17,MainPack,313,301,12,3.905,17.18,0.238,True,1126.8,68.06,1194.86,111.99,8.01,88.87,20,91.8,22.0,15.0,104
15902,20260427,2,25736,274,2025/26,Katikati,SunGold,18,MainPack,435,420,15,3.581,16.74,0.141,True,1566.0,56.26,1622.26,156.26,10.14,88.87,21,91.8,22.0,15.0,104
15903,20260504,2,25737,274,2025/26,Katikati,SunGold,19,MainPack,390,377,13,3.423,16.71,0.135,True,1404.0,48.35,1452.35,140.26,10.27,88.87,21,91.8,22.0,15.0,104
15904,20260511,2,25738,274,2025/26,Katikati,SunGold,20,MainPack,387,374,13,3.6,16.23,0.029,True,1393.2,10.3,1403.5,139.14,12.61,89.02,24,91.8,18.0,15.0,104
15905,20260518,2,25739,274,2025/26,Katikati,SunGold,21,MainPack,388,377,11,3.001,16.7,0.132,True,1396.8,47.28,1444.08,140.26,10.32,89.02,21,91.8,18.0,15.0,104
15906,20260525,2,25740,274,2025/26,Katikati,SunGold,22,MainPack,290,279,11,3.901,16.72,0.137,True,1044.0,36.31,1080.31,103.8,10.24,89.02,21,91.8,18.0,15.0,104
15907,20260323,2,25747,275,2025/26,Katikati,SunGold,13,KiwiStart,1738,1677,61,3.536,16.57,0.104,True,6256.8,165.69,6422.49,623.92,10.96,88.63,23,91.8,28.0,15.0,104
15908,20260330,2,25748,275,2025/26,Katikati,SunGold,14,MainPack,2027,1954,73,3.617,17.47,0.302,True,7297.2,560.6,7857.8,726.98,6.59,88.46,21,91.8,32.0,15.0,104
15909,20260406,2,25749,275,2025/26,Katikati,SunGold,15,MainPack,1948,1884,64,3.292,16.91,0.179,True,7012.8,320.37,7333.17,700.93,9.29,88.46,22,91.8,32.0,15.0,104
15910,20260413,2,25750,275,2025/26,Katikati,SunGold,16,MainPack,1297,1245,52,4.064,17.44,0.295,True,4669.2,348.91,5018.11,463.2,6.77,88.46,21,91.8,32.0,15.0,104
15911,20260420,2,25751,275,2025/26,Katikati,SunGold,17,MainPack,2189,2097,92,4.204,17.34,0.273,True,7880.4,543.86,8424.26,780.18,7.27,88.87,20,91.8,22.0,15.0,104
15912,20260427,2,25752,275,2025/26,Katikati,SunGold,18,MainPack,1514,1470,44,2.933,16.08,0.0,False,5450.4,0.0,0.0,546.91,100.0,76.87,27,91.8,22.0,15.0,104
15913,20260504,2,25753,275,2025/26,Katikati,SunGold,19,MainPack,1551,1489,62,4.038,16.89,0.174,True,5583.6,246.13,5829.73,553.98,9.43,88.87,21,91.8,22.0,15.0,104
15914,20260511,2,25754,275,2025/26,Katikati,SunGold,20,MainPack,1287,1244,43,3.382,16.89,0.174,True,4633.2,205.63,4838.83,462.82,9.4,89.02,20,91.8,18.0,15.0,104
15915,20260518,2,25755,275,2025/26,Katikati,SunGold,21,MainPack,1826,1750,76,4.171,16.95,0.187,True,6573.6,310.89,6884.49,651.08,9.15,89.02,20,91.8,18.0,15.0,104
15916,20260525,2,25756,275,2025/26,Katikati,SunGold,22,MainPack,1788,1721,67,3.793,16.18,0.018,True,6436.8,29.43,6466.23,640.29,12.86,89.02,25,91.8,18.0,15.0,104
15917,20260323,3,25763,276,2025/26,Tauranga,SunGold,13,KiwiStart,1663,1600,63,3.789,16.89,0.174,True,5986.8,264.48,6251.28,595.27,9.42,88.63,21,91.8,28.0,15.0,104
15918,20260330,3,25764,276,2025/26,Tauranga,SunGold,14,MainPack,1545,1488,57,3.749,17.49,0.307,True,5562.0,433.98,5995.98,553.6,6.48,88.46,21,91.8,32.0,15.0,104
15919,20260406,3,25765,276,2025/26,Tauranga,SunGold,15,MainPack,1158,1118,40,3.497,16.76,0.146,True,4168.8,155.07,4323.87,415.95,10.03,88.46,22,91.8,32.0,15.0,104
15920,20260413,3,25766,276,2025/26,Tauranga,SunGold,16,MainPack,1198,1159,39,3.318,17.4,0.287,True,4312.8,316.0,4628.8,431.2,6.9,88.46,21,91.8,32.0,15.0,104
15921,20260420,3,25767,276,2025/26,Tauranga,SunGold,17,MainPack,1843,1775,68,3.697,16.91,0.179,True,6634.8,301.84,6936.64,660.38,9.31,88.87,21,91.8,22.0,15.0,104
15922,20260427,3,25768,276,2025/26,Tauranga,SunGold,18,MainPack,1812,1753,59,3.308,16.29,0.042,True,6523.2,69.94,6593.14,652.19,12.32,88.87,24,91.8,22.0,15.0,104
15923,20260504,3,25769,276,2025/26,Tauranga,SunGold,19,MainPack,2020,1965,55,2.744,17.17,0.236,True,7272.0,440.55,7712.55,731.07,8.0,88.87,20,91.8,22.0,15.0,104
15924,20260511,3,25770,276,2025/26,Tauranga,SunGold,20,MainPack,1973,1907,66,3.365,15.79,0.0,False,7102.8,0.0,0.0,709.49,100.0,77.02,31,91.8,18.0,15.0,104
15925,20260518,3,25771,276,2025/26,Tauranga,SunGold,21,MainPack,1606,1562,44,2.766,16.4,0.066,True,5781.6,97.94,5879.54,581.13,11.78,89.02,23,91.8,18.0,15.0,104
15926,20260525,3,25772,276,2025/26,Tauranga,SunGold,22,MainPack,1230,1188,42,3.425,16.45,0.077,True,4428.0,86.9,4514.9,441.99,11.55,89.02,22,91.8,18.0,15.0,104
15927,20260309,3,25777,277,2025/26,Tauranga,Green,11,KiwiStart,733,716,17,2.417,17.19,0.376,True,2015.75,255.76,2271.51,266.38,25.33,88.63,21,91.8,28.0,15.0,104
15928,20260316,3,25778,277,2025/26,Tauranga,Green,12,KiwiStart,701,674,27,3.969,17.13,0.362,True,1927.75,231.79,2159.54,250.76,25.77,88.63,21,91.8,28.0,15.0,104
15929,20260323,3,25779,277,2025/26,Tauranga,Green,13,KiwiStart,876,848,28,3.221,16.32,0.182,True,2409.0,146.62,2555.62,315.49,29.7,88.63,25,91.8,28.0,15.0,104
15930,20260330,3,25780,277,2025/26,Tauranga,Green,14,MainPack,806,781,25,3.199,17.0,0.333,True,2216.5,247.07,2463.57,290.57,26.35,88.46,21,91.8,32.0,15.0,104
15931,20260406,3,25781,277,2025/26,Tauranga,Green,15,MainPack,854,817,37,4.431,16.97,0.327,True,2348.5,253.8,2602.3,303.96,26.57,88.46,21,91.8,32.0,15.0,104
15932,20260413,3,25782,277,2025/26,Tauranga,Green,16,MainPack,700,674,26,3.827,18.49,0.664,True,1925.0,425.16,2350.16,250.76,19.1,88.46,20,91.8,32.0,15.0,104
15933,20260420,3,25783,277,2025/26,Tauranga,Green,17,MainPack,532,510,22,4.2,17.51,0.447,True,1463.0,216.57,1679.57,189.74,23.93,88.87,19,91.8,22.0,15.0,104
15934,20260427,3,25784,277,2025/26,Tauranga,Green,18,MainPack,743,716,27,3.767,16.75,0.278,True,2043.25,189.1,2232.35,266.38,27.6,88.87,21,91.8,22.0,15.0,104
15935,20260504,3,25785,277,2025/26,Tauranga,Green,19,MainPack,795,768,27,3.442,16.7,0.267,True,2186.25,194.8,2381.05,285.73,27.83,88.87,21,91.8,22.0,15.0,104
15936,20260511,3,25786,277,2025/26,Tauranga,Green,20,MainPack,634,614,20,3.301,16.52,0.227,True,1743.5,132.41,1875.91,228.44,28.7,89.02,22,91.8,18.0,15.0,104
15937,20260323,3,25795,278,2025/26,Tauranga,SunGold,13,KiwiStart,821,798,23,2.854,17.05,0.209,True,2955.6,158.44,3114.04,296.89,8.6,88.63,21,91.8,28.0,15.0,104
15938,20260330,3,25796,278,2025/26,Tauranga,SunGold,14,MainPack,1320,1273,47,3.576,16.79,0.152,True,4752.0,183.82,4935.82,473.61,9.9,88.46,22,91.8,32.0,15.0,104
15939,20260406,3,25797,278,2025/26,Tauranga,SunGold,15,MainPack,1417,1370,47,3.354,16.72,0.137,True,5101.2,178.31,5279.51,509.7,10.22,88.46,22,91.8,32.0,15.0,104
15940,20260413,3,25798,278,2025/26,Tauranga,SunGold,16,MainPack,1124,1095,29,2.614,17.26,0.256,True,4046.4,266.3,4312.7,407.39,7.54,88.46,21,91.8,32.0,15.0,104
15941,20260420,3,25799,278,2025/26,Tauranga,SunGold,17,MainPack,1237,1196,41,3.349,16.62,0.115,True,4453.2,130.66,4583.86,444.97,10.71,88.87,22,91.8,22.0,15.0,104
15942,20260427,3,25800,278,2025/26,Tauranga,SunGold,18,MainPack,1203,1171,32,2.692,16.33,0.051,True,4330.8,56.73,4387.53,435.66,12.12,88.87,24,91.8,22.0,15.0,104
15943,20260504,3,25801,278,2025/26,Tauranga,SunGold,19,MainPack,1392,1346,46,3.372,15.65,0.0,False,5011.2,0.0,0.0,500.77,100.0,76.87,34,91.8,22.0,15.0,104
15944,20260511,3,25802,278,2025/26,Tauranga,SunGold,20,MainPack,1072,1041,31,2.956,15.69,0.0,False,3859.2,0.0,0.0,387.3,100.0,77.02,33,91.8,18.0,15.0,104
15945,20260518,3,25803,278,2025/26,Tauranga,SunGold,21,MainPack,965,922,43,4.507,15.71,0.0,False,3474.0,0.0,0.0,343.03,100.0,77.02,32,91.8,18.0,15.0,104
15946,20260525,3,25804,278,2025/26,Tauranga,SunGold,22,MainPack,1205,1173,32,2.736,17.15,0.232,True,4338.0,258.53,4596.53,436.41,8.08,89.02,20,91.8,18.0,15.0,104
15947,20260309,3,25809,279,2025/26,Tauranga,Green,11,KiwiStart,1085,1049,36,3.38,16.73,0.273,True,2983.75,272.06,3255.81,390.28,27.69,88.63,22,91.8,28.0,15.0,104
15948,20260316,3,25810,279,2025/26,Tauranga,Green,12,KiwiStart,1452,1406,46,3.235,16.15,0.144,True,3993.0,192.34,4185.34,523.1,30.54,88.63,26,91.8,28.0,15.0,104
15949,20260323,3,25811,279,2025/26,Tauranga,Green,13,KiwiStart,1285,1227,58,4.58,16.51,0.224,True,3533.75,261.11,3794.86,456.5,28.84,88.63,23,91.8,28.0,15.0,104
15950,20260330,3,25812,279,2025/26,Tauranga,Green,14,MainPack,1255,1200,55,4.384,16.01,0.113,True,3451.25,128.82,3580.07,446.45,31.26,88.46,29,91.8,32.0,15.0,104
15951,20260406,3,25813,279,2025/26,Tauranga,Green,15,MainPack,1226,1198,28,2.345,16.53,0.229,True,3371.5,260.62,3632.12,445.71,28.61,88.46,23,91.8,32.0,15.0,104
15952,20260413,3,25814,279,2025/26,Tauranga,Green,16,MainPack,1522,1475,47,3.15,16.65,0.256,True,4185.5,358.72,4544.22,548.77,28.06,88.46,23,91.8,32.0,15.0,104
15953,20260420,3,25815,279,2025/26,Tauranga,Green,17,MainPack,1539,1492,47,3.079,16.29,0.176,True,4232.25,249.46,4481.71,555.09,29.83,88.87,24,91.8,22.0,15.0,104
15954,20260427,3,25816,279,2025/26,Tauranga,Green,18,MainPack,1359,1319,40,3.001,16.8,0.289,True,3737.25,362.13,4099.38,490.73,27.31,88.87,21,91.8,22.0,15.0,104
15955,20260504,3,25817,279,2025/26,Tauranga,Green,19,MainPack,1351,1304,47,3.495,16.68,0.262,True,3715.25,324.57,4039.82,485.15,27.95,88.87,21,91.8,22.0,15.0,104
15956,20260511,3,25818,279,2025/26,Tauranga,Green,20,MainPack,1104,1069,35,3.25,16.36,0.191,True,3036.0,193.97,3229.97,397.72,29.5,89.02,23,91.8,18.0,15.0,104
15957,20260316,3,25826,280,2025/26,Tauranga,SweetGreen,12,KiwiStart,829,799,30,3.648,16.94,0.32,True,2445.55,242.9,2688.45,297.26,21.86,88.63,21,91.8,28.0,15.0,104
15958,20260323,3,25827,280,2025/26,Tauranga,SweetGreen,13,KiwiStart,982,951,31,3.222,16.32,0.182,True,2896.9,164.43,3061.33,353.81,24.88,88.63,25,91.8,28.0,15.0,104
15959,20260330,3,25828,280,2025/26,Tauranga,SweetGreen,14,MainPack,949,914,35,3.697,16.22,0.16,True,2799.55,138.93,2938.48,340.05,25.39,88.46,26,91.8,32.0,15.0,104
15960,20260406,3,25829,280,2025/26,Tauranga,SweetGreen,15,MainPack,1255,1207,48,3.838,16.6,0.244,True,3702.25,279.78,3982.03,449.06,23.54,88.46,23,91.8,32.0,15.0,104
15961,20260413,3,25830,280,2025/26,Tauranga,SweetGreen,16,MainPack,793,769,24,3.057,17.42,0.427,True,2339.35,311.94,2651.29,286.1,19.44,88.46,21,91.8,32.0,15.0,104
15962,20260420,3,25831,280,2025/26,Tauranga,SweetGreen,17,MainPack,759,742,17,2.346,17.17,0.371,True,2239.05,261.52,2500.57,276.06,20.61,88.87,20,91.8,22.0,15.0,104
15963,20260427,3,25832,280,2025/26,Tauranga,SweetGreen,18,MainPack,1319,1275,44,3.407,17.21,0.38,True,3891.05,460.27,4351.32,474.36,20.51,88.87,20,91.8,22.0,15.0,104
15964,20260504,3,25833,280,2025/26,Tauranga,SweetGreen,19,MainPack,997,964,33,3.326,16.36,0.191,True,2941.15,174.92,3116.07,358.65,24.69,88.87,24,91.8,22.0,15.0,104
15965,20260511,3,25834,280,2025/26,Tauranga,SweetGreen,20,MainPack,1238,1192,46,3.717,16.83,0.296,True,3652.1,335.19,3987.29,443.48,22.39,89.02,20,91.8,18.0,15.0,104
15966,20260518,3,25835,280,2025/26,Tauranga,SweetGreen,21,MainPack,907,870,37,4.169,16.41,0.202,True,2675.65,166.95,2842.6,323.68,24.48,89.02,23,91.8,18.0,15.0,104
15967,20260323,3,25843,281,2025/26,Tauranga,SunGold,13,KiwiStart,2319,2245,74,3.233,17.96,0.41,True,8348.4,874.43,9222.83,835.24,4.17,88.63,20,91.8,28.0,15.0,104
15968,20260330,3,25844,281,2025/26,Tauranga,SunGold,14,MainPack,2462,2377,85,3.46,16.65,0.121,True,8863.2,273.24,9136.44,884.35,10.58,88.46,23,91.8,32.0,15.0,104
15969,20260406,3,25845,281,2025/26,Tauranga,SunGold,15,MainPack,2060,1996,64,3.132,16.74,0.141,True,7416.0,267.36,7683.36,742.6,10.13,88.46,22,91.8,32.0,15.0,104
15970,20260413,3,25846,281,2025/26,Tauranga,SunGold,16,MainPack,1876,1821,55,2.965,16.93,0.183,True,6753.6,316.58,7070.18,677.49,9.19,88.46,22,91.8,32.0,15.0,104
15971,20260420,3,25847,281,2025/26,Tauranga,SunGold,17,MainPack,1684,1627,57,3.4,17.15,0.232,True,6062.4,358.59,6420.99,605.32,8.12,88.87,20,91.8,22.0,15.0,104
15972,20260427,3,25848,281,2025/26,Tauranga,SunGold,18,MainPack,1747,1687,60,3.453,16.36,0.057,True,6289.2,91.35,6380.55,627.64,11.99,88.87,24,91.8,22.0,15.0,104
15973,20260504,3,25849,281,2025/26,Tauranga,SunGold,19,MainPack,1517,1459,58,3.824,17.3,0.265,True,5461.2,367.3,5828.5,542.81,7.42,88.87,20,91.8,22.0,15.0,104
15974,20260511,3,25850,281,2025/26,Tauranga,SunGold,20,MainPack,2129,2054,75,3.546,16.58,0.106,True,7664.4,206.84,7871.24,764.18,10.91,89.02,22,91.8,18.0,15.0,104
15975,20260518,3,25851,281,2025/26,Tauranga,SunGold,21,MainPack,1886,1819,67,3.601,17.69,0.351,True,6789.6,606.55,7396.15,676.75,5.5,89.02,19,91.8,18.0,15.0,104
15976,20260525,3,25852,281,2025/26,Tauranga,SunGold,22,MainPack,1909,1850,59,3.119,16.89,0.174,True,6872.4,305.8,7178.2,688.28,9.39,89.02,20,91.8,18.0,15.0,104
15977,20260323,3,25859,282,2025/26,Tauranga,SunGold,13,KiwiStart,475,459,16,3.373,16.15,0.011,True,1710.0,4.8,1714.8,170.77,13.01,88.63,26,91.8,28.0,15.0,104
15978,20260330,3,25860,282,2025/26,Tauranga,SunGold,14,MainPack,416,402,14,3.398,16.56,0.101,True,1497.6,38.57,1536.17,149.56,11.02,88.46,23,91.8,32.0,15.0,104
15979,20260406,3,25861,282,2025/26,Tauranga,SunGold,15,MainPack,400,387,13,3.491,16.32,0.049,True,1440.0,18.01,1458.01,143.98,12.17,88.46,25,91.8,32.0,15.0,104
15980,20260413,3,25862,282,2025/26,Tauranga,SunGold,16,MainPack,519,502,17,3.449,16.04,0.0,False,1868.4,0.0,0.0,186.77,100.0,76.46,28,91.8,32.0,15.0,104
15981,20260420,3,25863,282,2025/26,Tauranga,SunGold,17,MainPack,377,366,11,3.003,16.52,0.093,True,1357.2,32.34,1389.54,136.17,11.19,88.87,22,91.8,22.0,15.0,104
15982,20260427,3,25864,282,2025/26,Tauranga,SunGold,18,MainPack,330,319,11,3.392,16.21,0.024,True,1188.0,7.27,1195.27,118.68,12.72,88.87,25,91.8,22.0,15.0,104
15983,20260504,3,25865,282,2025/26,Tauranga,SunGold,19,MainPack,362,349,13,3.725,16.18,0.018,True,1303.2,5.97,1309.17,129.84,12.86,88.87,25,91.8,22.0,15.0,104
15984,20260511,3,25866,282,2025/26,Tauranga,SunGold,20,MainPack,444,430,14,3.172,16.01,0.0,False,1598.4,0.0,0.0,159.98,100.0,77.02,27,91.8,18.0,15.0,104
15985,20260518,3,25867,282,2025/26,Tauranga,SunGold,21,MainPack,538,521,17,3.187,16.36,0.057,True,1936.8,28.21,1965.01,193.84,11.99,89.02,23,91.8,18.0,15.0,104
15986,20260525,3,25868,282,2025/26,Tauranga,SunGold,22,MainPack,406,393,13,3.315,15.75,0.0,False,1461.6,0.0,0.0,146.21,100.0,77.02,31,91.8,18.0,15.0,104
15987,20260323,3,25875,283,2025/26,Tauranga,SunGold,13,KiwiStart,1832,1775,57,3.115,18.18,0.459,True,6595.2,773.99,7369.19,660.38,3.07,88.63,20,91.8,28.0,15.0,104
15988,20260330,3,25876,283,2025/26,Tauranga,SunGold,14,MainPack,1894,1830,64,3.424,17.27,0.258,True,6818.4,448.53,7266.93,680.84,7.55,88.46,21,91.8,32.0,15.0,104
15989,20260406,3,25877,283,2025/26,Tauranga,SunGold,15,MainPack,1333,1298,35,2.639,17.54,0.318,True,4798.8,392.13,5190.93,482.91,6.16,88.46,21,91.8,32.0,15.0,104
15990,20260413,3,25878,283,2025/26,Tauranga,SunGold,16,MainPack,1313,1266,47,3.6,17.18,0.238,True,4726.8,286.24,5013.04,471.01,8.0,88.46,21,91.8,32.0,15.0,104
15991,20260420,3,25879,283,2025/26,Tauranga,SunGold,17,MainPack,1511,1456,55,3.682,16.53,0.095,True,5439.6,131.4,5571.0,541.7,11.16,88.87,22,91.8,22.0,15.0,104
15992,20260427,3,25880,283,2025/26,Tauranga,SunGold,18,MainPack,2264,2211,53,2.384,16.79,0.152,True,8150.4,319.27,8469.67,822.59,9.85,88.87,21,91.8,22.0,15.0,104
15993,20260504,3,25881,283,2025/26,Tauranga,SunGold,19,MainPack,2235,2135,100,4.494,17.13,0.227,True,8046.0,460.41,8506.41,794.32,8.29,88.87,20,91.8,22.0,15.0,104
15994,20260511,3,25882,283,2025/26,Tauranga,SunGold,20,MainPack,2066,1999,67,3.288,16.76,0.146,True,7437.6,277.26,7714.86,743.72,10.02,89.02,21,91.8,18.0,15.0,104
15995,20260518,3,25883,283,2025/26,Tauranga,SunGold,21,MainPack,1749,1698,51,2.956,17.67,0.346,True,6296.4,558.13,6854.53,631.73,5.56,89.02,19,91.8,18.0,15.0,104
15996,20260525,3,25884,283,2025/26,Tauranga,SunGold,22,MainPack,1508,1448,60,3.979,16.73,0.139,True,5428.8,191.21,5620.01,538.72,10.2,89.02,21,91.8,18.0,15.0,104
15997,20260309,3,25889,284,2025/26,Tauranga,OrganicGreen,11,KiwiStart,474,457,17,3.673,17.7,0.489,True,1564.2,212.3,1776.5,170.02,9.69,88.63,20,91.8,28.0,15.0,104
15998,20260316,3,25890,284,2025/26,Tauranga,OrganicGreen,12,KiwiStart,596,576,20,3.464,17.45,0.433,True,1966.8,236.94,2203.74,214.3,10.9,88.63,20,91.8,28.0,15.0,104
15999,20260323,3,25891,284,2025/26,Tauranga,OrganicGreen,13,KiwiStart,563,547,16,2.933,17.3,0.4,True,1857.9,207.86,2065.76,203.51,11.59,88.63,20,91.8,28.0,15.0,104
16000,20260330,3,25892,284,2025/26,Tauranga,OrganicGreen,14,MainPack,378,361,17,4.749,17.93,0.54,True,1247.4,185.19,1432.59,134.31,8.68,88.46,20,91.8,32.0,15.0,104
16001,20260406,3,25893,284,2025/26,Tauranga,OrganicGreen,15,MainPack,416,401,15,3.642,17.44,0.431,True,1372.8,164.19,1536.99,149.19,10.97,88.46,21,91.8,32.0,15.0,104
16002,20260413,3,25894,284,2025/26,Tauranga,OrganicGreen,16,MainPack,474,458,16,3.397,17.68,0.484,True,1564.2,210.59,1774.79,170.4,9.78,88.46,20,91.8,32.0,15.0,104
16003,20260420,3,25895,284,2025/26,Tauranga,OrganicGreen,17,MainPack,424,411,13,3.237,17.24,0.387,True,1399.2,151.1,1550.3,152.91,11.89,88.87,20,91.8,22.0,15.0,104
16004,20260427,3,25896,284,2025/26,Tauranga,OrganicGreen,18,MainPack,570,552,18,3.159,16.74,0.276,True,1881.0,144.73,2025.73,205.37,14.36,88.87,21,91.8,22.0,15.0,104
16005,20260504,3,25897,284,2025/26,Tauranga,OrganicGreen,19,MainPack,499,484,15,3.087,16.98,0.329,True,1646.7,151.27,1797.97,180.07,13.18,88.87,20,91.8,22.0,15.0,104
16006,20260309,3,25905,285,2025/26,Tauranga,Green,11,KiwiStart,2024,1956,68,3.4,17.02,0.338,True,5566.0,628.07,6194.07,727.72,26.26,88.63,21,91.8,28.0,15.0,104
16007,20260316,3,25906,285,2025/26,Tauranga,Green,12,KiwiStart,1583,1533,50,3.212,17.37,0.416,True,4353.25,605.84,4959.09,570.34,24.51,88.63,20,91.8,28.0,15.0,104
16008,20260323,3,25907,285,2025/26,Tauranga,Green,13,KiwiStart,1823,1758,65,3.601,17.3,0.4,True,5013.25,668.04,5681.29,654.06,24.9,88.63,20,91.8,28.0,15.0,104
16009,20260330,3,25908,285,2025/26,Tauranga,Green,14,MainPack,2703,2606,97,3.597,16.15,0.144,True,7433.25,356.5,7789.75,969.55,30.56,88.46,27,91.8,32.0,15.0,104
16010,20260406,3,25909,285,2025/26,Tauranga,Green,15,MainPack,2064,1988,76,3.71,17.21,0.38,True,5676.0,717.67,6393.67,739.63,25.36,88.46,21,91.8,32.0,15.0,104
16011,20260413,3,25910,285,2025/26,Tauranga,Green,16,MainPack,2271,2202,69,3.081,16.91,0.313,True,6245.25,654.76,6900.01,819.24,26.79,88.46,22,91.8,32.0,15.0,104
16012,20260420,3,25911,285,2025/26,Tauranga,Green,17,MainPack,2488,2405,83,3.359,16.45,0.211,True,6842.0,482.08,7324.08,894.77,29.07,88.87,23,91.8,22.0,15.0,104
16013,20260427,3,25912,285,2025/26,Tauranga,Green,18,MainPack,2598,2507,91,3.517,16.81,0.291,True,7144.5,693.06,7837.56,932.72,27.31,88.87,21,91.8,22.0,15.0,104
16014,20260504,3,25913,285,2025/26,Tauranga,Green,19,MainPack,1860,1797,63,3.392,16.88,0.307,True,5115.0,524.1,5639.1,668.56,26.95,88.87,21,91.8,22.0,15.0,104
16015,20260511,3,25914,285,2025/26,Tauranga,Green,20,MainPack,1991,1927,64,3.225,16.51,0.224,True,5475.25,410.07,5885.32,716.93,28.77,89.02,22,91.8,18.0,15.0,104
16016,20260323,3,25923,286,2025/26,Tauranga,SunGold,13,KiwiStart,1799,1744,55,3.094,17.87,0.39,True,6476.4,646.15,7122.55,648.85,4.6,88.63,20,91.8,28.0,15.0,104
16017,20260330,3,25924,286,2025/26,Tauranga,SunGold,14,MainPack,1602,1552,50,3.142,17.0,0.198,True,5767.2,291.93,6059.13,577.41,8.86,88.46,21,91.8,32.0,15.0,104
16018,20260406,3,25925,286,2025/26,Tauranga,SunGold,15,MainPack,2155,2083,72,3.372,16.82,0.159,True,7758.0,314.64,8072.64,774.97,9.73,88.46,22,91.8,32.0,15.0,104
16019,20260413,3,25926,286,2025/26,Tauranga,SunGold,16,MainPack,1733,1659,74,4.325,16.84,0.163,True,6238.8,256.9,6495.7,617.22,9.68,88.46,22,91.8,32.0,15.0,104
16020,20260420,3,25927,286,2025/26,Tauranga,SunGold,17,MainPack,2424,2336,88,3.634,17.48,0.304,True,8726.4,674.64,9401.04,869.1,6.55,88.87,19,91.8,22.0,15.0,104
16021,20260427,3,25928,286,2025/26,Tauranga,SunGold,18,MainPack,2258,2189,69,3.095,16.62,0.115,True,8128.8,239.15,8367.95,814.41,10.7,88.87,22,91.8,22.0,15.0,104
16022,20260504,3,25929,286,2025/26,Tauranga,SunGold,19,MainPack,1412,1371,41,2.905,17.44,0.295,True,5083.2,384.22,5467.42,510.07,6.7,88.87,20,91.8,22.0,15.0,104
16023,20260511,3,25930,286,2025/26,Tauranga,SunGold,20,MainPack,1662,1603,59,3.554,16.1,0.0,True,5983.2,0.0,5983.2,596.39,13.25,89.02,26,91.8,18.0,15.0,104
16024,20260518,3,25931,286,2025/26,Tauranga,SunGold,21,MainPack,1539,1492,47,3.072,17.1,0.221,True,5540.4,313.25,5853.65,555.09,8.35,89.02,20,91.8,18.0,15.0,104
16025,20260525,3,25932,286,2025/26,Tauranga,SunGold,22,MainPack,2108,2031,77,3.663,16.69,0.13,True,7588.8,250.83,7839.63,755.62,10.39,89.02,21,91.8,18.0,15.0,104
16026,20260323,3,25939,287,2025/26,Tauranga,SunGold,13,KiwiStart,1446,1395,51,3.537,17.08,0.216,True,5205.6,286.25,5491.85,519.0,8.48,88.63,21,91.8,28.0,15.0,104
16027,20260330,3,25940,287,2025/26,Tauranga,SunGold,14,MainPack,1153,1117,36,3.2,17.11,0.223,True,4150.8,236.64,4387.44,415.57,8.31,88.46,21,91.8,32.0,15.0,104
16028,20260406,3,25941,287,2025/26,Tauranga,SunGold,15,MainPack,1732,1664,68,3.96,16.89,0.174,True,6235.2,275.06,6510.26,619.08,9.43,88.46,22,91.8,32.0,15.0,104
16029,20260413,3,25942,287,2025/26,Tauranga,SunGold,16,MainPack,1707,1642,65,3.849,16.66,0.123,True,6145.2,191.87,6337.07,610.9,10.54,88.46,23,91.8,32.0,15.0,104
16030,20260420,3,25943,287,2025/26,Tauranga,SunGold,17,MainPack,1227,1179,48,3.972,16.31,0.046,True,4417.2,51.52,4468.72,438.64,12.24,88.87,24,91.8,22.0,15.0,104
16031,20260427,3,25944,287,2025/26,Tauranga,SunGold,18,MainPack,1730,1686,44,2.556,16.58,0.106,True,6228.0,169.78,6397.78,627.27,10.89,88.87,22,91.8,22.0,15.0,104
16032,20260504,3,25945,287,2025/26,Tauranga,SunGold,19,MainPack,1235,1200,35,2.869,16.24,0.031,True,4446.0,35.34,4481.34,446.45,12.56,88.87,25,91.8,22.0,15.0,104
16033,20260511,3,25946,287,2025/26,Tauranga,SunGold,20,MainPack,1670,1619,51,3.112,16.32,0.049,True,6012.0,75.36,6087.36,602.34,12.17,89.02,24,91.8,18.0,15.0,104
16034,20260518,3,25947,287,2025/26,Tauranga,SunGold,21,MainPack,1124,1082,42,3.754,16.96,0.19,True,4046.4,195.3,4241.7,402.55,9.07,89.02,20,91.8,18.0,15.0,104
