fruit_key,kpin,season,subzone,variety,growing_method,pack_week,reading_date,dm_pct,mts_threshold,mts_status,tzg_score,tzg_grade,pest_indicator,maturity_area,sample_size
26874,100344,2025/26,Tauranga,SunGold,conventional,20,2026-05-11,16.49,16.1,PASS,0.086,D,0,100344_20,90
26875,100344,2025/26,Tauranga,SunGold,conventional,21,2026-05-18,16.76,16.1,PASS,0.146,D,0,100344_21,90
26876,100344,2025/26,Tauranga,SunGold,conventional,22,2026-05-25,16.34,16.1,PASS,0.053,D,0,100344_22,90
26877,100344,2025/26,Tauranga,SunGold,conventional,23,2026-06-01,17.05,16.1,PASS,0.209,C,0,100344_23,90
26878,100344,2025/26,Tauranga,SunGold,conventional,24,2026-06-08,16.59,16.1,PASS,0.108,D,0,100344_24,90
26879,100344,2025/26,Tauranga,SunGold,conventional,25,2026-06-15,15.5,16.1,FAIL,0.0,F,0,100344_25,90
26880,100344,2025/26,Tauranga,SunGold,conventional,26,2026-06-22,16.43,16.1,PASS,0.073,D,0,100344_26,90
26881,100345,2025/26,Tauranga,Green,conventional,11,2026-03-09,16.37,15.5,PASS,0.193,D,0,100345_11,90
26882,100345,2025/26,Tauranga,Green,conventional,12,2026-03-16,16.22,15.5,PASS,0.16,D,0,100345_12,90
26883,100345,2025/26,Tauranga,Green,conventional,13,2026-03-23,16.37,15.5,PASS,0.193,D,0,100345_13,90
26884,100345,2025/26,Tauranga,Green,conventional,14,2026-03-30,16.03,15.5,PASS,0.118,D,0,100345_14,90
26885,100345,2025/26,Tauranga,Green,conventional,15,2026-04-06,15.95,15.5,PASS,0.1,D,0,100345_15,90
26886,100345,2025/26,Tauranga,Green,conventional,16,2026-04-13,16.84,15.5,PASS,0.298,C,0,100345_16,90
26887,100345,2025/26,Tauranga,Green,conventional,17,2026-04-20,16.65,15.5,PASS,0.256,C,0,100345_17,90
26888,100345,2025/26,Tauranga,Green,conventional,18,2026-04-27,16.06,15.5,PASS,0.124,D,0,100345_18,90
26889,100345,2025/26,Tauranga,Green,conventional,19,2026-05-04,16.38,15.5,PASS,0.196,D,0,100345_19,90
26890,100345,2025/26,Tauranga,Green,conventional,20,2026-05-11,15.51,15.5,PASS,0.002,D,0,100345_20,90
26891,100345,2025/26,Tauranga,Green,conventional,21,2026-05-18,15.32,15.5,FAIL,0.0,F,0,100345_21,90
26892,100345,2025/26,Tauranga,Green,conventional,22,2026-05-25,16.39,15.5,PASS,0.198,D,0,100345_22,90
26893,100345,2025/26,Tauranga,Green,conventional,23,2026-06-01,15.41,15.5,FAIL,0.0,F,0,100345_23,90
26894,100345,2025/26,Tauranga,Green,conventional,24,2026-06-08,16.0,15.5,PASS,0.111,D,0,100345_24,90
26895,100345,2025/26,Tauranga,Green,conventional,25,2026-06-15,15.72,15.5,PASS,0.049,D,0,100345_25,90
26896,100345,2025/26,Tauranga,Green,conventional,26,2026-06-22,16.09,15.5,PASS,0.131,D,0,100345_26,90
26897,100346,2025/26,Tauranga,SunGold,conventional,11,2026-03-09,16.42,16.1,PASS,0.071,D,0,100346_11,90
26898,100346,2025/26,Tauranga,SunGold,conventional,12,2026-03-16,16.55,16.1,PASS,0.099,D,0,100346_12,90
26899,100346,2025/26,Tauranga,SunGold,conventional,13,2026-03-23,17.25,16.1,PASS,0.254,C,0,100346_13,90
26900,100346,2025/26,Tauranga,SunGold,conventional,14,2026-03-30,17.05,16.1,PASS,0.209,C,0,100346_14,90
26901,100346,2025/26,Tauranga,SunGold,conventional,15,2026-04-06,16.79,16.1,PASS,0.152,D,0,100346_15,90
26902,100346,2025/26,Tauranga,SunGold,conventional,16,2026-04-13,17.14,16.1,PASS,0.229,C,0,100346_16,90
26903,100346,2025/26,Tauranga,SunGold,conventional,17,2026-04-20,17.93,16.1,PASS,0.404,B,0,100346_17,90
26904,100346,2025/26,Tauranga,SunGold,conventional,18,2026-04-27,16.77,16.1,PASS,0.148,D,0,100346_18,90
26905,100346,2025/26,Tauranga,SunGold,conventional,19,2026-05-04,16.81,16.1,PASS,0.157,D,0,100346_19,90
26906,100346,2025/26,Tauranga,SunGold,conventional,20,2026-05-11,16.78,16.1,PASS,0.15,D,0,100346_20,90
26907,100346,2025/26,Tauranga,SunGold,conventional,21,2026-05-18,16.88,16.1,PASS,0.172,D,0,100346_21,90
26908,100346,2025/26,Tauranga,SunGold,conventional,22,2026-05-25,16.13,16.1,PASS,0.007,D,0,100346_22,90
26909,100346,2025/26,Tauranga,SunGold,conventional,23,2026-06-01,16.15,16.1,PASS,0.011,D,0,100346_23,90
26910,100346,2025/26,Tauranga,SunGold,conventional,24,2026-06-08,15.91,16.1,FAIL,0.0,F,0,100346_24,90
26911,100346,2025/26,Tauranga,SunGold,conventional,25,2026-06-15,16.39,16.1,PASS,0.064,D,0,100346_25,90
26912,100346,2025/26,Tauranga,SunGold,conventional,26,2026-06-22,16.07,16.1,FAIL,0.0,F,0,100346_26,90
26913,100347,2025/26,Tauranga,Green,conventional,11,2026-03-09,17.21,15.5,PASS,0.38,C,0,100347_11,90
26914,100347,2025/26,Tauranga,Green,conventional,12,2026-03-16,16.78,15.5,PASS,0.284,C,0,100347_12,90
26915,100347,2025/26,Tauranga,Green,conventional,13,2026-03-23,16.95,15.5,PASS,0.322,C,0,100347_13,90
26916,100347,2025/26,Tauranga,Green,conventional,14,2026-03-30,15.99,15.5,PASS,0.109,D,0,100347_14,90
26917,100347,2025/26,Tauranga,Green,conventional,15,2026-04-06,16.71,15.5,PASS,0.269,C,0,100347_15,90
26918,100347,2025/26,Tauranga,Green,conventional,16,2026-04-13,16.5,15.5,PASS,0.222,C,0,100347_16,90
26919,100347,2025/26,Tauranga,Green,conventional,17,2026-04-20,15.5,15.5,PASS,0.0,D,0,100347_17,90
26920,100347,2025/26,Tauranga,Green,conventional,18,2026-04-27,16.42,15.5,PASS,0.204,C,0,100347_18,90
26921,100347,2025/26,Tauranga,Green,conventional,19,2026-05-04,16.24,15.5,PASS,0.164,D,0,100347_19,90
26922,100347,2025/26,Tauranga,Green,conventional,20,2026-05-11,16.27,15.5,PASS,0.171,D,0,100347_20,90
26923,100347,2025/26,Tauranga,Green,conventional,21,2026-05-18,16.48,15.5,PASS,0.218,C,0,100347_21,90
26924,100347,2025/26,Tauranga,Green,conventional,22,2026-05-25,16.05,15.5,PASS,0.122,D,0,100347_22,90
26925,100347,2025/26,Tauranga,Green,conventional,23,2026-06-01,15.8,15.5,PASS,0.067,D,0,100347_23,90
26926,100347,2025/26,Tauranga,Green,conventional,24,2026-06-08,16.64,15.5,PASS,0.253,C,0,100347_24,90
26927,100347,2025/26,Tauranga,Green,conventional,25,2026-06-15,16.08,15.5,PASS,0.129,D,0,100347_25,90
26928,100347,2025/26,Tauranga,Green,conventional,26,2026-06-22,15.98,15.5,PASS,0.107,D,0,100347_26,90
26929,100348,2025/26,Tauranga,SunGold,conventional,11,2026-03-09,16.89,16.1,PASS,0.174,D,0,100348_11,90
26930,100348,2025/26,Tauranga,SunGold,conventional,12,2026-03-16,17.13,16.1,PASS,0.227,C,0,100348_12,90
26931,100348,2025/26,Tauranga,SunGold,conventional,13,2026-03-23,16.85,16.1,PASS,0.165,D,0,100348_13,90
26932,100348,2025/26,Tauranga,SunGold,conventional,14,2026-03-30,17.76,16.1,PASS,0.366,C,0,100348_14,90
26933,100348,2025/26,Tauranga,SunGold,conventional,15,2026-04-06,17.67,16.1,PASS,0.346,C,0,100348_15,90
26934,100348,2025/26,Tauranga,SunGold,conventional,16,2026-04-13,17.03,16.1,PASS,0.205,C,0,100348_16,90
26935,100348,2025/26,Tauranga,SunGold,conventional,17,2026-04-20,16.44,16.1,PASS,0.075,D,0,100348_17,90
26936,100348,2025/26,Tauranga,SunGold,conventional,18,2026-04-27,16.38,16.1,PASS,0.062,D,0,100348_18,90
26937,100348,2025/26,Tauranga,SunGold,conventional,19,2026-05-04,17.18,16.1,PASS,0.238,C,0,100348_19,90
26938,100348,2025/26,Tauranga,SunGold,conventional,20,2026-05-11,16.79,16.1,PASS,0.152,D,0,100348_20,90
26939,100348,2025/26,Tauranga,SunGold,conventional,21,2026-05-18,16.74,16.1,PASS,0.141,D,0,100348_21,90
26940,100348,2025/26,Tauranga,SunGold,conventional,22,2026-05-25,16.21,16.1,PASS,0.024,D,0,100348_22,90
26941,100348,2025/26,Tauranga,SunGold,conventional,23,2026-06-01,16.94,16.1,PASS,0.185,D,0,100348_23,90
26942,100348,2025/26,Tauranga,SunGold,conventional,24,2026-06-08,16.13,16.1,PASS,0.007,D,0,100348_24,90
26943,100348,2025/26,Tauranga,SunGold,conventional,25,2026-06-15,16.63,16.1,PASS,0.117,D,0,100348_25,90
26944,100348,2025/26,Tauranga,SunGold,conventional,26,2026-06-22,16.49,16.1,PASS,0.086,D,0,100348_26,90
26945,100349,2025/26,Tauranga,Green,conventional,11,2026-03-09,17.4,15.5,PASS,0.422,B,0,100349_11,90
26946,100349,2025/26,Tauranga,Green,conventional,12,2026-03-16,17.74,15.5,PASS,0.498,B,0,100349_12,90
26947,100349,2025/26,Tauranga,Green,conventional,13,2026-03-23,17.29,15.5,PASS,0.398,C,0,100349_13,90
26948,100349,2025/26,Tauranga,Green,conventional,14,2026-03-30,17.69,15.5,PASS,0.487,B,0,100349_14,90
26949,100349,2025/26,Tauranga,Green,conventional,15,2026-04-06,17.25,15.5,PASS,0.389,C,0,100349_15,90
26950,100349,2025/26,Tauranga,Green,conventional,16,2026-04-13,17.18,15.5,PASS,0.373,C,0,100349_16,90
26951,100349,2025/26,Tauranga,Green,conventional,17,2026-04-20,16.91,15.5,PASS,0.313,C,0,100349_17,90
26952,100349,2025/26,Tauranga,Green,conventional,18,2026-04-27,17.05,15.5,PASS,0.344,C,0,100349_18,90
26953,100349,2025/26,Tauranga,Green,conventional,19,2026-05-04,17.22,15.5,PASS,0.382,C,0,100349_19,90
26954,100349,2025/26,Tauranga,Green,conventional,20,2026-05-11,17.14,15.5,PASS,0.364,C,0,100349_20,90
26955,100349,2025/26,Tauranga,Green,conventional,21,2026-05-18,16.23,15.5,PASS,0.162,D,0,100349_21,90
26956,100349,2025/26,Tauranga,Green,conventional,22,2026-05-25,16.58,15.5,PASS,0.24,C,0,100349_22,90
26957,100349,2025/26,Tauranga,Green,conventional,23,2026-06-01,15.86,15.5,PASS,0.08,D,0,100349_23,90
26958,100349,2025/26,Tauranga,Green,conventional,24,2026-06-08,16.39,15.5,PASS,0.198,D,0,100349_24,90
26959,100349,2025/26,Tauranga,Green,conventional,25,2026-06-15,15.92,15.5,PASS,0.093,D,0,100349_25,90
26960,100349,2025/26,Tauranga,Green,conventional,26,2026-06-22,15.99,15.5,PASS,0.109,D,0,100349_26,90
26961,100350,2025/26,Pongakawa,Green,conventional,11,2026-03-09,17.14,15.5,PASS,0.364,C,0,100350_11,90
26962,100350,2025/26,Pongakawa,Green,conventional,12,2026-03-16,18.4,15.5,PASS,0.644,A,0,100350_12,90
26963,100350,2025/26,Pongakawa,Green,conventional,13,2026-03-23,16.87,15.5,PASS,0.304,C,0,100350_13,90
26964,100350,2025/26,Pongakawa,Green,conventional,14,2026-03-30,17.15,15.5,PASS,0.367,C,0,100350_14,90
26965,100350,2025/26,Pongakawa,Green,conventional,15,2026-04-06,17.38,15.5,PASS,0.418,B,0,100350_15,90
26966,100350,2025/26,Pongakawa,Green,conventional,16,2026-04-13,17.18,15.5,PASS,0.373,C,0,100350_16,90
26967,100350,2025/26,Pongakawa,Green,conventional,17,2026-04-20,18.02,15.5,PASS,0.56,B,0,100350_17,90
26968,100350,2025/26,Pongakawa,Green,conventional,18,2026-04-27,17.77,15.5,PASS,0.504,B,0,100350_18,90
26969,100350,2025/26,Pongakawa,Green,conventional,19,2026-05-04,17.18,15.5,PASS,0.373,C,0,100350_19,90
26970,100350,2025/26,Pongakawa,Green,conventional,20,2026-05-11,17.67,15.5,PASS,0.482,B,0,100350_20,90
26971,100350,2025/26,Pongakawa,Green,conventional,21,2026-05-18,16.74,15.5,PASS,0.276,C,0,100350_21,90
26972,100350,2025/26,Pongakawa,Green,conventional,22,2026-05-25,16.78,15.5,PASS,0.284,C,0,100350_22,90
26973,100350,2025/26,Pongakawa,Green,conventional,23,2026-06-01,16.7,15.5,PASS,0.267,C,0,100350_23,90
26974,100350,2025/26,Pongakawa,Green,conventional,24,2026-06-08,16.92,15.5,PASS,0.316,C,0,100350_24,90
26975,100350,2025/26,Pongakawa,Green,conventional,25,2026-06-15,16.23,15.5,PASS,0.162,D,0,100350_25,90
26976,100350,2025/26,Pongakawa,Green,conventional,26,2026-06-22,16.33,15.5,PASS,0.184,D,0,100350_26,90
26977,100351,2025/26,Pongakawa,SunGold,conventional,11,2026-03-09,16.88,16.1,PASS,0.172,D,0,100351_11,90
26978,100351,2025/26,Pongakawa,SunGold,conventional,12,2026-03-16,17.24,16.1,PASS,0.251,C,0,100351_12,90
26979,100351,2025/26,Pongakawa,SunGold,conventional,13,2026-03-23,17.16,16.1,PASS,0.234,C,0,100351_13,90
26980,100351,2025/26,Pongakawa,SunGold,conventional,14,2026-03-30,17.53,16.1,PASS,0.315,C,0,100351_14,90
26981,100351,2025/26,Pongakawa,SunGold,conventional,15,2026-04-06,16.96,16.1,PASS,0.19,D,0,100351_15,90
26982,100351,2025/26,Pongakawa,SunGold,conventional,16,2026-04-13,16.59,16.1,PASS,0.108,D,0,100351_16,90
26983,100351,2025/26,Pongakawa,SunGold,conventional,17,2026-04-20,16.35,16.1,PASS,0.055,D,0,100351_17,90
26984,100351,2025/26,Pongakawa,SunGold,conventional,18,2026-04-27,17.24,16.1,PASS,0.251,C,0,100351_18,90
26985,100351,2025/26,Pongakawa,SunGold,conventional,19,2026-05-04,16.36,16.1,PASS,0.057,D,0,100351_19,90
26986,100351,2025/26,Pongakawa,SunGold,conventional,20,2026-05-11,16.06,16.1,FAIL,0.0,F,0,100351_20,90
26987,100351,2025/26,Pongakawa,SunGold,conventional,21,2026-05-18,16.34,16.1,PASS,0.053,D,0,100351_21,90
26988,100351,2025/26,Pongakawa,SunGold,conventional,22,2026-05-25,16.77,16.1,PASS,0.148,D,0,100351_22,90
26989,100351,2025/26,Pongakawa,SunGold,conventional,23,2026-06-01,16.24,16.1,PASS,0.031,D,0,100351_23,90
26990,100351,2025/26,Pongakawa,SunGold,conventional,24,2026-06-08,16.71,16.1,PASS,0.135,D,0,100351_24,90
26991,100351,2025/26,Pongakawa,SunGold,conventional,25,2026-06-15,16.38,16.1,PASS,0.062,D,0,100351_25,90
26992,100351,2025/26,Pongakawa,SunGold,conventional,26,2026-06-22,16.17,16.1,PASS,0.015,D,0,100351_26,90
26993,100352,2025/26,Pongakawa,OrganicSunGold,organic,11,2026-03-09,17.15,16.1,PASS,0.232,C,0,100352_11,90
26994,100352,2025/26,Pongakawa,OrganicSunGold,organic,12,2026-03-16,17.02,16.1,PASS,0.203,C,0,100352_12,90
26995,100352,2025/26,Pongakawa,OrganicSunGold,organic,13,2026-03-23,17.6,16.1,PASS,0.331,C,0,100352_13,90
26996,100352,2025/26,Pongakawa,OrganicSunGold,organic,14,2026-03-30,16.23,16.1,PASS,0.029,D,0,100352_14,90
26997,100352,2025/26,Pongakawa,OrganicSunGold,organic,15,2026-04-06,16.11,16.1,PASS,0.002,D,0,100352_15,90
26998,100352,2025/26,Pongakawa,OrganicSunGold,organic,16,2026-04-13,16.58,16.1,PASS,0.106,D,0,100352_16,90
26999,100352,2025/26,Pongakawa,OrganicSunGold,organic,17,2026-04-20,17.55,16.1,PASS,0.32,C,0,100352_17,90
27000,100352,2025/26,Pongakawa,OrganicSunGold,organic,18,2026-04-27,16.97,16.1,PASS,0.192,D,0,100352_18,90
27001,100352,2025/26,Pongakawa,OrganicSunGold,organic,19,2026-05-04,16.33,16.1,PASS,0.051,D,0,100352_19,90
27002,100352,2025/26,Pongakawa,OrganicSunGold,organic,20,2026-05-11,16.75,16.1,PASS,0.143,D,0,100352_20,90
27003,100352,2025/26,Pongakawa,OrganicSunGold,organic,21,2026-05-18,16.25,16.1,PASS,0.033,D,0,100352_21,90
27004,100352,2025/26,Pongakawa,OrganicSunGold,organic,22,2026-05-25,16.46,16.1,PASS,0.079,D,0,100352_22,90
27005,100352,2025/26,Pongakawa,OrganicSunGold,organic,23,2026-06-01,16.48,16.1,PASS,0.084,D,0,100352_23,90
27006,100352,2025/26,Pongakawa,OrganicSunGold,organic,24,2026-06-08,16.01,16.1,FAIL,0.0,F,0,100352_24,90
27007,100352,2025/26,Pongakawa,OrganicSunGold,organic,25,2026-06-15,16.44,16.1,PASS,0.075,D,0,100352_25,90
27008,100352,2025/26,Pongakawa,OrganicSunGold,organic,26,2026-06-22,17.25,16.1,PASS,0.254,C,0,100352_26,90
27009,100353,2025/26,Pongakawa,Green,conventional,11,2026-03-09,16.61,15.5,PASS,0.247,C,0,100353_11,90
27010,100353,2025/26,Pongakawa,Green,conventional,12,2026-03-16,17.17,15.5,PASS,0.371,C,0,100353_12,90
27011,100353,2025/26,Pongakawa,Green,conventional,13,2026-03-23,18.1,15.5,PASS,0.578,B,0,100353_13,90
27012,100353,2025/26,Pongakawa,Green,conventional,14,2026-03-30,17.11,15.5,PASS,0.358,C,0,100353_14,90
27013,100353,2025/26,Pongakawa,Green,conventional,15,2026-04-06,16.72,15.5,PASS,0.271,C,0,100353_15,90
27014,100353,2025/26,Pongakawa,Green,conventional,16,2026-04-13,17.39,15.5,PASS,0.42,B,0,100353_16,90
27015,100353,2025/26,Pongakawa,Green,conventional,17,2026-04-20,16.47,15.5,PASS,0.216,C,0,100353_17,90
27016,100353,2025/26,Pongakawa,Green,conventional,18,2026-04-27,17.42,15.5,PASS,0.427,B,0,100353_18,90
27017,100353,2025/26,Pongakawa,Green,conventional,19,2026-05-04,16.82,15.5,PASS,0.293,C,0,100353_19,90
27018,100353,2025/26,Pongakawa,Green,conventional,20,2026-05-11,15.8,15.5,PASS,0.067,D,0,100353_20,90
27019,100353,2025/26,Pongakawa,Green,conventional,21,2026-05-18,17.01,15.5,PASS,0.336,C,0,100353_21,90
27020,100353,2025/26,Pongakawa,Green,conventional,22,2026-05-25,15.57,15.5,PASS,0.016,D,0,100353_22,90
27021,100353,2025/26,Pongakawa,Green,conventional,23,2026-06-01,16.24,15.5,PASS,0.164,D,0,100353_23,90
27022,100353,2025/26,Pongakawa,Green,conventional,24,2026-06-08,15.64,15.5,PASS,0.031,D,0,100353_24,90
27023,100353,2025/26,Pongakawa,Green,conventional,25,2026-06-15,16.48,15.5,PASS,0.218,C,0,100353_25,90
27024,100353,2025/26,Pongakawa,Green,conventional,26,2026-06-22,15.99,15.5,PASS,0.109,D,0,100353_26,90
27025,100354,2025/26,Pongakawa,SunGold,conventional,11,2026-03-09,17.86,16.1,PASS,0.388,C,0,100354_11,90
27026,100354,2025/26,Pongakawa,SunGold,conventional,12,2026-03-16,17.11,16.1,PASS,0.223,C,0,100354_12,90
27027,100354,2025/26,Pongakawa,SunGold,conventional,13,2026-03-23,18.27,16.1,PASS,0.479,B,0,100354_13,90
27028,100354,2025/26,Pongakawa,SunGold,conventional,14,2026-03-30,17.81,16.1,PASS,0.377,C,0,100354_14,90
27029,100354,2025/26,Pongakawa,SunGold,conventional,15,2026-04-06,17.25,16.1,PASS,0.254,C,0,100354_15,90
27030,100354,2025/26,Pongakawa,SunGold,conventional,16,2026-04-13,16.85,16.1,PASS,0.165,D,0,100354_16,90
27031,100354,2025/26,Pongakawa,SunGold,conventional,17,2026-04-20,17.68,16.1,PASS,0.348,C,0,100354_17,90
27032,100354,2025/26,Pongakawa,SunGold,conventional,18,2026-04-27,17.18,16.1,PASS,0.238,C,0,100354_18,90
27033,100354,2025/26,Pongakawa,SunGold,conventional,19,2026-05-04,17.88,16.1,PASS,0.393,C,0,100354_19,90
27034,100354,2025/26,Pongakawa,SunGold,conventional,20,2026-05-11,17.13,16.1,PASS,0.227,C,0,100354_20,90
27035,100354,2025/26,Pongakawa,SunGold,conventional,21,2026-05-18,16.86,16.1,PASS,0.168,D,0,100354_21,90
27036,100354,2025/26,Pongakawa,SunGold,conventional,22,2026-05-25,17.73,16.1,PASS,0.359,C,0,100354_22,90
27037,100354,2025/26,Pongakawa,SunGold,conventional,23,2026-06-01,16.64,16.1,PASS,0.119,D,0,100354_23,90
27038,100354,2025/26,Pongakawa,SunGold,conventional,24,2026-06-08,16.64,16.1,PASS,0.119,D,0,100354_24,90
27039,100354,2025/26,Pongakawa,SunGold,conventional,25,2026-06-15,17.26,16.1,PASS,0.256,C,0,100354_25,90
27040,100354,2025/26,Pongakawa,SunGold,conventional,26,2026-06-22,15.82,16.1,FAIL,0.0,F,0,100354_26,90
27041,100355,2025/26,Pongakawa,OrganicGreen,organic,11,2026-03-09,16.51,15.5,PASS,0.224,C,0,100355_11,90
27042,100355,2025/26,Pongakawa,OrganicGreen,organic,12,2026-03-16,18.27,15.5,PASS,0.616,A,0,100355_12,90
27043,100355,2025/26,Pongakawa,OrganicGreen,organic,13,2026-03-23,18.37,15.5,PASS,0.638,A,0,100355_13,90
27044,100355,2025/26,Pongakawa,OrganicGreen,organic,14,2026-03-30,16.85,15.5,PASS,0.3,C,0,100355_14,90
27045,100355,2025/26,Pongakawa,OrganicGreen,organic,15,2026-04-06,17.6,15.5,PASS,0.467,B,0,100355_15,90
27046,100355,2025/26,Pongakawa,OrganicGreen,organic,16,2026-04-13,17.47,15.5,PASS,0.438,B,0,100355_16,90
27047,100355,2025/26,Pongakawa,OrganicGreen,organic,17,2026-04-20,17.31,15.5,PASS,0.402,B,0,100355_17,90
27048,100355,2025/26,Pongakawa,OrganicGreen,organic,18,2026-04-27,17.03,15.5,PASS,0.34,C,0,100355_18,90
27049,100355,2025/26,Pongakawa,OrganicGreen,organic,19,2026-05-04,16.84,15.5,PASS,0.298,C,0,100355_19,90
27050,100355,2025/26,Pongakawa,OrganicGreen,organic,20,2026-05-11,17.01,15.5,PASS,0.336,C,0,100355_20,90
27051,100355,2025/26,Pongakawa,OrganicGreen,organic,21,2026-05-18,16.54,15.5,PASS,0.231,C,0,100355_21,90
27052,100355,2025/26,Pongakawa,OrganicGreen,organic,22,2026-05-25,17.07,15.5,PASS,0.349,C,0,100355_22,90
27053,100355,2025/26,Pongakawa,OrganicGreen,organic,23,2026-06-01,16.82,15.5,PASS,0.293,C,0,100355_23,90
27054,100355,2025/26,Pongakawa,OrganicGreen,organic,24,2026-06-08,16.54,15.5,PASS,0.231,C,0,100355_24,90
27055,100355,2025/26,Pongakawa,OrganicGreen,organic,25,2026-06-15,16.11,15.5,PASS,0.136,D,0,100355_25,90
27056,100355,2025/26,Pongakawa,OrganicGreen,organic,26,2026-06-22,16.82,15.5,PASS,0.293,C,0,100355_26,90
27057,100356,2025/26,Pongakawa,SunGold,conventional,11,2026-03-09,16.91,16.1,PASS,0.179,D,0,100356_11,90
27058,100356,2025/26,Pongakawa,SunGold,conventional,12,2026-03-16,17.25,16.1,PASS,0.254,C,0,100356_12,90
27059,100356,2025/26,Pongakawa,SunGold,conventional,13,2026-03-23,16.73,16.1,PASS,0.139,D,0,100356_13,90
27060,100356,2025/26,Pongakawa,SunGold,conventional,14,2026-03-30,16.87,16.1,PASS,0.17,D,0,100356_14,90
27061,100356,2025/26,Pongakawa,SunGold,conventional,15,2026-04-06,16.99,16.1,PASS,0.196,D,0,100356_15,90
27062,100356,2025/26,Pongakawa,SunGold,conventional,16,2026-04-13,16.27,16.1,PASS,0.037,D,0,100356_16,90
27063,100356,2025/26,Pongakawa,SunGold,conventional,17,2026-04-20,17.65,16.1,PASS,0.342,C,0,100356_17,90
27064,100356,2025/26,Pongakawa,SunGold,conventional,18,2026-04-27,16.6,16.1,PASS,0.11,D,0,100356_18,90
27065,100356,2025/26,Pongakawa,SunGold,conventional,19,2026-05-04,17.33,16.1,PASS,0.271,C,0,100356_19,90
27066,100356,2025/26,Pongakawa,SunGold,conventional,20,2026-05-11,17.37,16.1,PASS,0.28,C,0,100356_20,90
27067,100356,2025/26,Pongakawa,SunGold,conventional,21,2026-05-18,16.38,16.1,PASS,0.062,D,0,100356_21,90
27068,100356,2025/26,Pongakawa,SunGold,conventional,22,2026-05-25,16.66,16.1,PASS,0.123,D,0,100356_22,90
27069,100356,2025/26,Pongakawa,SunGold,conventional,23,2026-06-01,16.41,16.1,PASS,0.068,D,0,100356_23,90
27070,100356,2025/26,Pongakawa,SunGold,conventional,24,2026-06-08,15.91,16.1,FAIL,0.0,F,0,100356_24,90
27071,100356,2025/26,Pongakawa,SunGold,conventional,25,2026-06-15,16.59,16.1,PASS,0.108,D,0,100356_25,90
27072,100356,2025/26,Pongakawa,SunGold,conventional,26,2026-06-22,16.28,16.1,PASS,0.04,D,0,100356_26,90
27073,100357,2025/26,Pongakawa,Green,conventional,11,2026-03-09,18.14,15.5,PASS,0.587,B,0,100357_11,90
27074,100357,2025/26,Pongakawa,Green,conventional,12,2026-03-16,17.71,15.5,PASS,0.491,B,0,100357_12,90
27075,100357,2025/26,Pongakawa,Green,conventional,13,2026-03-23,17.42,15.5,PASS,0.427,B,0,100357_13,90
27076,100357,2025/26,Pongakawa,Green,conventional,14,2026-03-30,17.25,15.5,PASS,0.389,C,0,100357_14,90
27077,100357,2025/26,Pongakawa,Green,conventional,15,2026-04-06,17.56,15.5,PASS,0.458,B,0,100357_15,90
27078,100357,2025/26,Pongakawa,Green,conventional,16,2026-04-13,17.85,15.5,PASS,0.522,B,0,100357_16,90
27079,100357,2025/26,Pongakawa,Green,conventional,17,2026-04-20,16.19,15.5,PASS,0.153,D,0,100357_17,90
27080,100357,2025/26,Pongakawa,Green,conventional,18,2026-04-27,16.68,15.5,PASS,0.262,C,0,100357_18,90
27081,100357,2025/26,Pongakawa,Green,conventional,19,2026-05-04,17.54,15.5,PASS,0.453,B,0,100357_19,90
27082,100357,2025/26,Pongakawa,Green,conventional,20,2026-05-11,16.58,15.5,PASS,0.24,C,0,100357_20,90
27083,100357,2025/26,Pongakawa,Green,conventional,21,2026-05-18,16.9,15.5,PASS,0.311,C,0,100357_21,90
27084,100357,2025/26,Pongakawa,Green,conventional,22,2026-05-25,16.57,15.5,PASS,0.238,C,0,100357_22,90
27085,100357,2025/26,Pongakawa,Green,conventional,23,2026-06-01,16.15,15.5,PASS,0.144,D,0,100357_23,90
27086,100357,2025/26,Pongakawa,Green,conventional,24,2026-06-08,16.35,15.5,PASS,0.189,D,0,100357_24,90
27087,100357,2025/26,Pongakawa,Green,conventional,25,2026-06-15,15.65,15.5,PASS,0.033,D,0,100357_25,90
27088,100357,2025/26,Pongakawa,Green,conventional,26,2026-06-22,15.81,15.5,PASS,0.069,D,0,100357_26,90
27089,100358,2025/26,Pongakawa,Green,conventional,11,2026-03-09,16.19,15.5,PASS,0.153,D,0,100358_11,90
27090,100358,2025/26,Pongakawa,Green,conventional,12,2026-03-16,16.18,15.5,PASS,0.151,D,0,100358_12,90
27091,100358,2025/26,Pongakawa,Green,conventional,13,2026-03-23,16.34,15.5,PASS,0.187,D,0,100358_13,90
27092,100358,2025/26,Pongakawa,Green,conventional,14,2026-03-30,17.01,15.5,PASS,0.336,C,0,100358_14,90
27093,100358,2025/26,Pongakawa,Green,conventional,15,2026-04-06,16.83,15.5,PASS,0.296,C,0,100358_15,90
27094,100358,2025/26,Pongakawa,Green,conventional,16,2026-04-13,17.46,15.5,PASS,0.436,B,0,100358_16,90
27095,100358,2025/26,Pongakawa,Green,conventional,17,2026-04-20,16.79,15.5,PASS,0.287,C,0,100358_17,90
27096,100358,2025/26,Pongakawa,Green,conventional,18,2026-04-27,16.95,15.5,PASS,0.322,C,0,100358_18,90
27097,100358,2025/26,Pongakawa,Green,conventional,19,2026-05-04,16.17,15.5,PASS,0.149,D,0,100358_19,90
