season,kpin,subzone,variety,pack_week,event_date,trays_lost,loss_pct,primary_cause,ccp_triggered,market_block_risk,dm_at_event,mts_pass,financial_impact_nzd
2025/26,100362,Pongakawa,Green,18,2026-04-27,68,3.319,MECHANICAL,False,False,17.29,True,217.6
2025/26,100362,Pongakawa,Green,19,2026-05-04,53,3.198,MECHANICAL,False,False,16.35,True,169.6
2025/26,100362,Pongakawa,Green,20,2026-05-11,47,3.047,MECHANICAL,False,False,17.24,True,150.4
2025/26,100363,Pongakawa,SunGold,13,2026-03-23,32,3.643,PEST_CCP3,True,True,18.17,True,102.4
2025/26,100363,Pongakawa,SunGold,14,2026-03-30,24,3.482,PEST_CCP2,True,False,17.4,True,76.8
2025/26,100363,Pongakawa,SunGold,15,2026-04-06,29,3.784,PEST_CCP2,True,False,17.51,True,92.8
2025/26,100363,Pongakawa,SunGold,16,2026-04-13,26,2.706,MECHANICAL,False,False,17.71,True,83.2
2025/26,100363,Pongakawa,SunGold,17,2026-04-20,23,2.997,COOLSTORE_CCP5,True,False,17.85,True,73.6
2025/26,100363,Pongakawa,SunGold,18,2026-04-27,31,3.92,MECHANICAL,False,False,17.84,True,99.2
2025/26,100363,Pongakawa,SunGold,19,2026-05-04,30,3.687,COOLSTORE_CCP5,True,False,18.28,True,96.0
2025/26,100363,Pongakawa,SunGold,20,2026-05-11,28,2.92,WEATHER,False,False,17.34,True,89.6
2025/26,100363,Pongakawa,SunGold,21,2026-05-18,31,3.291,MECHANICAL,False,False,17.56,True,99.2
2025/26,100363,Pongakawa,SunGold,22,2026-05-25,23,2.864,MECHANICAL,False,False,17.21,True,73.6
2025/26,100364,Pongakawa,SunGold,13,2026-03-23,23,3.724,PEST_CCP3,True,True,16.76,True,73.6
2025/26,100364,Pongakawa,SunGold,14,2026-03-30,31,3.235,WEATHER,False,False,17.29,True,99.2
2025/26,100364,Pongakawa,SunGold,15,2026-04-06,36,3.791,PEST_CCP2,True,False,16.73,True,115.2
2025/26,100364,Pongakawa,SunGold,16,2026-04-13,19,3.133,COOLSTORE_CCP5,True,False,17.0,True,60.8
2025/26,100364,Pongakawa,SunGold,17,2026-04-20,34,3.28,MECHANICAL,False,False,17.62,True,108.8
2025/26,100364,Pongakawa,SunGold,18,2026-04-27,31,3.329,PEST_CCP2,True,False,16.52,True,99.2
2025/26,100364,Pongakawa,SunGold,19,2026-05-04,20,3.444,COOLSTORE_CCP5,True,False,16.95,True,64.0
2025/26,100364,Pongakawa,SunGold,20,2026-05-11,29,3.08,MECHANICAL,False,False,16.7,True,92.8
2025/26,100364,Pongakawa,SunGold,21,2026-05-18,24,3.422,PEST_CCP3,True,True,16.29,True,76.8
2025/26,100364,Pongakawa,SunGold,22,2026-05-25,24,3.203,MECHANICAL,False,False,16.53,True,76.8
2025/26,100365,Pongakawa,SunGold,13,2026-03-23,27,3.981,MECHANICAL,False,False,16.57,True,86.4
2025/26,100365,Pongakawa,SunGold,14,2026-03-30,31,3.819,COOLSTORE_CCP5,True,False,17.11,True,99.2
2025/26,100365,Pongakawa,SunGold,15,2026-04-06,32,4.162,MECHANICAL,False,False,18.0,True,102.4
2025/26,100365,Pongakawa,SunGold,16,2026-04-13,26,3.294,MECHANICAL,False,False,17.74,True,83.2
2025/26,100365,Pongakawa,SunGold,17,2026-04-20,23,3.473,PEST_CCP2,True,False,16.25,True,73.6
2025/26,100365,Pongakawa,SunGold,18,2026-04-27,14,2.807,WEATHER,False,False,16.44,True,44.8
2025/26,100365,Pongakawa,SunGold,19,2026-05-04,18,3.557,MECHANICAL,False,False,17.63,True,57.6
2025/26,100365,Pongakawa,SunGold,20,2026-05-11,18,3.562,MECHANICAL,False,False,16.87,True,57.6
2025/26,100365,Pongakawa,SunGold,21,2026-05-18,19,2.94,MECHANICAL,False,False,17.34,True,60.8
2025/26,100365,Pongakawa,SunGold,22,2026-05-25,36,3.926,WEATHER,False,False,16.14,True,115.2
2025/26,100366,Pongakawa,Green,11,2026-03-09,24,3.574,PEST_CCP2,True,False,18.26,True,76.8
2025/26,100366,Pongakawa,Green,12,2026-03-16,24,3.793,MECHANICAL,False,False,16.88,True,76.8
2025/26,100366,Pongakawa,Green,13,2026-03-23,17,3.199,COOLSTORE_CCP5,True,False,17.61,True,54.4
2025/26,100366,Pongakawa,Green,14,2026-03-30,22,3.279,MECHANICAL,False,False,17.76,True,70.4
2025/26,100366,Pongakawa,Green,15,2026-04-06,17,3.709,WEATHER,False,False,17.82,True,54.4
2025/26,100366,Pongakawa,Green,16,2026-04-13,23,3.618,COOLSTORE_CCP5,True,False,18.08,True,73.6
2025/26,100366,Pongakawa,Green,17,2026-04-20,20,2.892,PEST_CCP2,True,False,18.34,True,64.0
2025/26,100366,Pongakawa,Green,18,2026-04-27,14,2.733,WEATHER,False,False,16.88,True,44.8
2025/26,100366,Pongakawa,Green,19,2026-05-04,16,3.513,LOADOUT_CCP6,True,False,17.57,True,51.2
2025/26,100366,Pongakawa,Green,20,2026-05-11,17,3.785,COOLSTORE_CCP5,True,False,16.54,True,54.4
2025/26,100367,Pongakawa,SunGold,13,2026-03-23,60,3.308,PEST_CCP2,True,False,16.78,True,192.0
2025/26,100367,Pongakawa,SunGold,14,2026-03-30,46,3.142,MECHANICAL,False,False,16.85,True,147.2
2025/26,100367,Pongakawa,SunGold,15,2026-04-06,53,2.673,MECHANICAL,False,False,17.36,True,169.6
2025/26,100367,Pongakawa,SunGold,16,2026-04-13,53,3.637,PEST_CCP2,True,False,17.09,True,169.6
2025/26,100367,Pongakawa,SunGold,17,2026-04-20,45,2.78,COOLSTORE_CCP5,True,False,16.66,True,144.0
2025/26,100367,Pongakawa,SunGold,18,2026-04-27,91,3.713,MECHANICAL,False,False,17.39,True,291.2
2025/26,100367,Pongakawa,SunGold,19,2026-05-04,60,4.018,WEATHER,False,False,17.21,True,192.0
2025/26,100367,Pongakawa,SunGold,20,2026-05-11,53,3.435,MECHANICAL,False,False,17.09,True,169.6
2025/26,100367,Pongakawa,SunGold,21,2026-05-18,81,4.049,WEATHER,False,False,17.38,True,259.2
2025/26,100367,Pongakawa,SunGold,22,2026-05-25,100,3.817,PEST_CCP2,True,False,16.23,True,320.0
2025/26,100368,Pongakawa,SunGold,13,2026-03-23,54,3.583,COOLSTORE_CCP5,True,False,17.47,True,172.8
2025/26,100368,Pongakawa,SunGold,14,2026-03-30,60,3.592,COOLSTORE_CCP5,True,False,16.89,True,192.0
2025/26,100368,Pongakawa,SunGold,15,2026-04-06,47,2.895,MECHANICAL,False,False,17.35,True,150.4
2025/26,100368,Pongakawa,SunGold,16,2026-04-13,71,3.426,MECHANICAL,False,False,17.19,True,227.2
2025/26,100368,Pongakawa,SunGold,17,2026-04-20,69,3.217,MECHANICAL,False,False,17.03,True,220.8
2025/26,100368,Pongakawa,SunGold,18,2026-04-27,68,4.292,PEST_CCP2,True,False,17.1,True,217.6
2025/26,100368,Pongakawa,SunGold,19,2026-05-04,63,4.023,MECHANICAL,False,False,16.59,True,201.6
2025/26,100368,Pongakawa,SunGold,20,2026-05-11,57,2.84,COOLSTORE_CCP5,True,False,16.85,True,182.4
2025/26,100368,Pongakawa,SunGold,21,2026-05-18,61,2.867,MECHANICAL,False,False,16.71,True,195.2
2025/26,100368,Pongakawa,SunGold,22,2026-05-25,84,3.578,MECHANICAL,False,False,16.44,True,268.8
2025/26,100369,Pongakawa,SunGold,13,2026-03-23,73,3.573,COOLSTORE_CCP5,True,False,18.31,True,233.6
2025/26,100369,Pongakawa,SunGold,14,2026-03-30,77,3.194,PEST_CCP2,True,False,16.21,True,246.4
2025/26,100369,Pongakawa,SunGold,15,2026-04-06,96,3.807,MECHANICAL,False,False,17.12,True,307.2
2025/26,100369,Pongakawa,SunGold,16,2026-04-13,72,3.119,COOLSTORE_CCP5,True,False,17.66,True,230.4
2025/26,100369,Pongakawa,SunGold,17,2026-04-20,105,3.421,MECHANICAL,False,False,16.93,True,336.0
2025/26,100369,Pongakawa,SunGold,18,2026-04-27,93,3.042,COOLSTORE_CCP5,True,False,16.63,True,297.6
2025/26,100369,Pongakawa,SunGold,19,2026-05-04,66,3.326,MECHANICAL,False,False,17.19,True,211.2
2025/26,100369,Pongakawa,SunGold,20,2026-05-11,101,3.56,MECHANICAL,False,False,17.02,True,323.2
2025/26,100369,Pongakawa,SunGold,21,2026-05-18,107,3.736,MECHANICAL,False,False,17.13,True,342.4
2025/26,100369,Pongakawa,SunGold,22,2026-05-25,110,3.808,MECHANICAL,False,False,16.74,True,352.0
2025/26,100370,Pongakawa,SunGold,13,2026-03-23,37,3.474,PEST_CCP2,True,False,17.0,True,118.4
2025/26,100370,Pongakawa,SunGold,14,2026-03-30,35,2.565,PEST_CCP3,True,True,17.12,True,112.0
2025/26,100370,Pongakawa,SunGold,15,2026-04-06,45,4.216,COOLSTORE_CCP5,True,False,16.65,True,144.0
2025/26,100370,Pongakawa,SunGold,16,2026-04-13,49,4.0,COOLSTORE_CCP5,True,False,17.45,True,156.8
2025/26,100370,Pongakawa,SunGold,17,2026-04-20,46,4.215,MECHANICAL,False,False,17.43,True,147.2
2025/26,100370,Pongakawa,SunGold,18,2026-04-27,36,3.634,WEATHER,False,False,17.11,True,115.2
2025/26,100370,Pongakawa,SunGold,19,2026-05-04,46,3.553,MTS_BREACH,False,False,15.84,False,4694.4
2025/26,100370,Pongakawa,SunGold,20,2026-05-11,41,3.417,PEST_CCP2,True,False,17.05,True,131.2
2025/26,100370,Pongakawa,SunGold,21,2026-05-18,41,3.516,PEST_CCP2,True,False,16.61,True,131.2
2025/26,100370,Pongakawa,SunGold,22,2026-05-25,30,3.04,PEST_CCP2,True,False,16.54,True,96.0
2025/26,100371,Pongakawa,OrganicGreen,11,2026-03-09,46,3.401,MECHANICAL,False,False,17.33,True,147.2
2025/26,100371,Pongakawa,OrganicGreen,12,2026-03-16,80,3.913,COOLSTORE_CCP5,True,False,17.28,True,256.0
2025/26,100371,Pongakawa,OrganicGreen,13,2026-03-23,71,3.671,MECHANICAL,False,False,18.21,True,227.2
2025/26,100371,Pongakawa,OrganicGreen,14,2026-03-30,82,3.459,COOLSTORE_CCP5,True,False,16.18,True,262.4
2025/26,100371,Pongakawa,OrganicGreen,15,2026-04-06,53,3.127,MECHANICAL,False,False,16.56,True,169.6
2025/26,100371,Pongakawa,OrganicGreen,16,2026-04-13,91,3.851,PEST_CCP2,True,False,17.1,True,291.2
2025/26,100371,Pongakawa,OrganicGreen,17,2026-04-20,70,2.918,COOLSTORE_CCP5,True,False,17.61,True,224.0
2025/26,100371,Pongakawa,OrganicGreen,18,2026-04-27,70,2.913,MECHANICAL,False,False,16.84,True,224.0
2025/26,100371,Pongakawa,OrganicGreen,19,2026-05-04,73,3.354,PEST_CCP3,True,True,16.32,True,233.6
2025/26,100372,Pongakawa,SunGold,13,2026-03-23,72,2.874,MECHANICAL,False,False,17.59,True,230.4
2025/26,100372,Pongakawa,SunGold,14,2026-03-30,65,3.908,MECHANICAL,False,False,16.86,True,208.0
2025/26,100372,Pongakawa,SunGold,15,2026-04-06,63,2.653,COOLSTORE_CCP5,True,False,16.66,True,201.6
2025/26,100372,Pongakawa,SunGold,16,2026-04-13,66,3.174,MECHANICAL,False,False,17.37,True,211.2
2025/26,100372,Pongakawa,SunGold,17,2026-04-20,56,3.083,MECHANICAL,False,False,17.16,True,179.2
2025/26,100372,Pongakawa,SunGold,18,2026-04-27,78,3.922,MECHANICAL,False,False,17.16,True,249.6
2025/26,100372,Pongakawa,SunGold,19,2026-05-04,64,3.124,PEST_CCP2,True,False,16.53,True,204.8
2025/26,100372,Pongakawa,SunGold,20,2026-05-11,54,2.902,COOLSTORE_CCP5,True,False,16.87,True,172.8
2025/26,100372,Pongakawa,SunGold,21,2026-05-18,85,3.945,MECHANICAL,False,False,16.6,True,272.0
2025/26,100372,Pongakawa,SunGold,22,2026-05-25,96,4.364,MTS_BREACH,False,False,15.05,False,7995.6
2025/26,100373,Pongakawa,Green,11,2026-03-09,63,3.787,COOLSTORE_CCP5,True,False,16.92,True,201.6
2025/26,100373,Pongakawa,Green,12,2026-03-16,42,3.436,MECHANICAL,False,False,16.63,True,134.4
2025/26,100373,Pongakawa,Green,13,2026-03-23,72,3.998,PEST_CCP2,True,False,16.9,True,230.4
2025/26,100373,Pongakawa,Green,14,2026-03-30,58,3.082,OTHER,False,False,17.77,True,185.6
2025/26,100373,Pongakawa,Green,15,2026-04-06,61,3.823,LOADOUT_CCP6,True,False,17.28,True,195.2
2025/26,100373,Pongakawa,Green,16,2026-04-13,74,3.72,PEST_CCP2,True,False,16.47,True,236.8
2025/26,100373,Pongakawa,Green,17,2026-04-20,61,3.589,PEST_CCP3,True,True,17.36,True,195.2
2025/26,100373,Pongakawa,Green,18,2026-04-27,58,3.634,MECHANICAL,False,False,16.51,True,185.6
2025/26,100373,Pongakawa,Green,19,2026-05-04,73,4.183,MECHANICAL,False,False,17.13,True,233.6
2025/26,100373,Pongakawa,Green,20,2026-05-11,34,2.903,WEATHER,False,False,16.14,True,108.8
2025/26,100374,Pongakawa,Green,11,2026-03-09,16,3.187,MECHANICAL,False,False,17.41,True,51.2
2025/26,100374,Pongakawa,Green,12,2026-03-16,17,2.894,MECHANICAL,False,False,16.71,True,54.4
2025/26,100374,Pongakawa,Green,13,2026-03-23,14,3.007,LOADOUT_CCP6,True,False,16.36,True,44.8
2025/26,100374,Pongakawa,Green,14,2026-03-30,21,3.017,MECHANICAL,False,False,17.22,True,67.2
2025/26,100374,Pongakawa,Green,15,2026-04-06,14,2.841,COOLSTORE_CCP5,True,False,17.51,True,44.8
2025/26,100374,Pongakawa,Green,16,2026-04-13,15,3.584,WEATHER,False,False,16.56,True,48.0
2025/26,100374,Pongakawa,Green,17,2026-04-20,12,2.633,MECHANICAL,False,False,16.58,True,38.4
2025/26,100374,Pongakawa,Green,18,2026-04-27,19,3.001,MECHANICAL,False,False,16.77,True,60.8
2025/26,100374,Pongakawa,Green,19,2026-05-04,20,2.814,PEST_CCP3,True,True,16.76,True,64.0
2025/26,100374,Pongakawa,Green,20,2026-05-11,16,3.54,PEST_CCP3,True,True,16.73,True,51.2
2025/26,100375,Pongakawa,SunGold,13,2026-03-23,42,3.24,COOLSTORE_CCP5,True,False,17.05,True,134.4
2025/26,100375,Pongakawa,SunGold,14,2026-03-30,48,3.516,MECHANICAL,False,False,17.34,True,153.6
2025/26,100375,Pongakawa,SunGold,15,2026-04-06,34,3.321,MECHANICAL,False,False,16.99,True,108.8
2025/26,100375,Pongakawa,SunGold,16,2026-04-13,41,3.207,COOLSTORE_CCP5,True,False,16.81,True,131.2
2025/26,100375,Pongakawa,SunGold,17,2026-04-20,59,3.913,PEST_CCP2,True,False,16.55,True,188.8
2025/26,100375,Pongakawa,SunGold,18,2026-04-27,36,2.994,MECHANICAL,False,False,17.43,True,115.2
2025/26,100375,Pongakawa,SunGold,19,2026-05-04,54,3.529,PEST_CCP3,True,True,16.91,True,172.8
2025/26,100375,Pongakawa,SunGold,20,2026-05-11,28,2.621,PEST_CCP3,True,True,16.67,True,89.6
2025/26,100375,Pongakawa,SunGold,21,2026-05-18,38,3.002,WEATHER,False,False,17.31,True,121.6
2025/26,100375,Pongakawa,SunGold,22,2026-05-25,39,3.396,MECHANICAL,False,False,16.11,True,124.8
2025/26,100376,Pongakawa,Green,11,2026-03-09,100,3.884,LOADOUT_CCP6,True,False,17.14,True,320.0
2025/26,100376,Pongakawa,Green,12,2026-03-16,62,2.519,COOLSTORE_CCP5,True,False,16.51,True,198.4
2025/26,100376,Pongakawa,Green,13,2026-03-23,104,3.608,MECHANICAL,False,False,18.47,True,332.8
2025/26,100376,Pongakawa,Green,14,2026-03-30,96,3.825,MECHANICAL,False,False,17.46,True,307.2
2025/26,100376,Pongakawa,Green,15,2026-04-06,107,3.844,COOLSTORE_CCP5,True,False,16.72,True,342.4
2025/26,100376,Pongakawa,Green,16,2026-04-13,70,3.632,WEATHER,False,False,17.58,True,224.0
2025/26,100376,Pongakawa,Green,17,2026-04-20,64,2.836,PEST_CCP2,True,False,17.23,True,204.8
2025/26,100376,Pongakawa,Green,18,2026-04-27,60,2.685,COOLSTORE_CCP5,True,False,16.7,True,192.0
2025/26,100376,Pongakawa,Green,19,2026-05-04,73,3.251,MECHANICAL,False,False,17.56,True,233.6
2025/26,100376,Pongakawa,Green,20,2026-05-11,72,3.646,COOLSTORE_CCP5,True,False,16.42,True,230.4
2025/26,100377,Pongakawa,SunGold,13,2026-03-23,14,3.316,PEST_CCP3,True,True,17.61,True,44.8
2025/26,100377,Pongakawa,SunGold,14,2026-03-30,19,3.827,OTHER,False,False,16.56,True,60.8
2025/26,100377,Pongakawa,SunGold,15,2026-04-06,14,3.628,WEATHER,False,False,16.68,True,44.8
2025/26,100377,Pongakawa,SunGold,16,2026-04-13,13,3.779,COOLSTORE_CCP5,True,False,17.36,True,41.6
2025/26,100377,Pongakawa,SunGold,17,2026-04-20,18,3.835,COOLSTORE_CCP5,True,False,17.52,True,57.6
2025/26,100377,Pongakawa,SunGold,18,2026-04-27,12,3.162,MECHANICAL,False,False,17.12,True,38.4
2025/26,100377,Pongakawa,SunGold,19,2026-05-04,18,3.687,MECHANICAL,False,False,17.02,True,57.6
2025/26,100377,Pongakawa,SunGold,20,2026-05-11,12,3.157,MECHANICAL,False,False,16.4,True,38.4
2025/26,100377,Pongakawa,SunGold,21,2026-05-18,10,2.968,MECHANICAL,False,False,16.62,True,32.0
2025/26,100377,Pongakawa,SunGold,22,2026-05-25,13,2.46,MECHANICAL,False,False,16.46,True,41.6
2025/26,100378,Pongakawa,OrganicGreen,11,2026-03-09,17,3.327,PEST_CCP3,True,True,16.29,True,54.4
2025/26,100378,Pongakawa,OrganicGreen,12,2026-03-16,25,3.119,MECHANICAL,False,False,17.32,True,80.0
2025/26,100378,Pongakawa,OrganicGreen,13,2026-03-23,21,2.731,MECHANICAL,False,False,16.68,True,67.2
2025/26,100378,Pongakawa,OrganicGreen,14,2026-03-30,18,3.462,PEST_CCP2,True,False,17.05,True,57.6
2025/26,100378,Pongakawa,OrganicGreen,15,2026-04-06,23,3.422,PEST_CCP3,True,True,16.57,True,73.6
2025/26,100378,Pongakawa,OrganicGreen,16,2026-04-13,27,3.917,MECHANICAL,False,False,15.86,True,86.4
2025/26,100378,Pongakawa,OrganicGreen,17,2026-04-20,27,3.065,MECHANICAL,False,False,16.12,True,86.4
2025/26,100378,Pongakawa,OrganicGreen,18,2026-04-27,33,3.945,COOLSTORE_CCP5,True,False,18.03,True,105.6
2025/26,100378,Pongakawa,OrganicGreen,19,2026-05-04,22,3.483,PEST_CCP2,True,False,15.52,True,70.4
2025/26,100379,Pongakawa,SunGold,13,2026-03-23,12,3.952,COOLSTORE_CCP5,True,False,16.98,True,38.4
2025/26,100379,Pongakawa,SunGold,14,2026-03-30,13,3.375,MECHANICAL,False,False,17.05,True,41.6
2025/26,100379,Pongakawa,SunGold,15,2026-04-06,14,4.232,PEST_CCP2,True,False,17.39,True,44.8
2025/26,100379,Pongakawa,SunGold,16,2026-04-13,10,3.176,WEATHER,False,False,16.67,True,32.0
2025/26,100379,Pongakawa,SunGold,17,2026-04-20,12,3.302,MECHANICAL,False,False,16.54,True,38.4
2025/26,100379,Pongakawa,SunGold,18,2026-04-27,10,2.898,PEST_CCP2,True,False,17.65,True,32.0
2025/26,100379,Pongakawa,SunGold,19,2026-05-04,8,2.823,MECHANICAL,False,False,16.7,True,25.6
2025/26,100379,Pongakawa,SunGold,20,2026-05-11,9,3.534,MECHANICAL,False,False,16.78,True,28.8
2025/26,100379,Pongakawa,SunGold,21,2026-05-18,10,3.803,PEST_CCP3,True,True,17.31,True,32.0
2025/26,100379,Pongakawa,SunGold,22,2026-05-25,7,2.804,MECHANICAL,False,False,16.31,True,22.4
2025/26,100380,Pongakawa,SunGold,13,2026-03-23,51,2.215,WEATHER,False,False,17.77,True,163.2
2025/26,100380,Pongakawa,SunGold,14,2026-03-30,97,4.208,COOLSTORE_CCP5,True,False,17.91,True,310.4
2025/26,100380,Pongakawa,SunGold,15,2026-04-06,60,3.362,COOLSTORE_CCP5,True,False,17.38,True,192.0
2025/26,100380,Pongakawa,SunGold,16,2026-04-13,89,4.288,PEST_CCP3,True,True,16.65,True,284.8
2025/26,100380,Pongakawa,SunGold,17,2026-04-20,66,2.653,MECHANICAL,False,False,17.85,True,211.2
2025/26,100380,Pongakawa,SunGold,18,2026-04-27,65,3.451,MECHANICAL,False,False,17.49,True,208.0
2025/26,100380,Pongakawa,SunGold,19,2026-05-04,107,4.202,PEST_CCP2,True,False,16.58,True,342.4
2025/26,100380,Pongakawa,SunGold,20,2026-05-11,57,3.274,PEST_CCP3,True,True,17.29,True,182.4
2025/26,100380,Pongakawa,SunGold,21,2026-05-18,51,3.51,MECHANICAL,False,False,16.25,True,163.2
2025/26,100380,Pongakawa,SunGold,22,2026-05-25,51,3.423,PEST_CCP3,True,True,16.56,True,163.2
2025/26,100381,Pongakawa,Green,11,2026-03-09,37,3.034,COOLSTORE_CCP5,True,False,17.09,True,118.4
2025/26,100381,Pongakawa,Green,12,2026-03-16,32,3.49,MECHANICAL,False,False,17.17,True,102.4
2025/26,100381,Pongakawa,Green,13,2026-03-23,33,3.064,WEATHER,False,False,17.12,True,105.6
2025/26,100381,Pongakawa,Green,14,2026-03-30,44,4.039,WEATHER,False,False,17.44,True,140.8
2025/26,100381,Pongakawa,Green,15,2026-04-06,43,3.284,MECHANICAL,False,False,18.03,True,137.6
2025/26,100381,Pongakawa,Green,16,2026-04-13,47,3.674,MECHANICAL,False,False,18.47,True,150.4
2025/26,100381,Pongakawa,Green,17,2026-04-20,46,3.456,COOLSTORE_CCP5,True,False,16.99,True,147.2
2025/26,100381,Pongakawa,Green,18,2026-04-27,34,3.569,PEST_CCP2,True,False,16.33,True,108.8
2025/26,100381,Pongakawa,Green,19,2026-05-04,25,3.111,MECHANICAL,False,False,16.65,True,80.0
2025/26,100381,Pongakawa,Green,20,2026-05-11,30,3.395,PEST_CCP2,True,False,17.08,True,96.0
2025/26,100382,Pongakawa,Green,11,2026-03-09,44,3.135,WEATHER,False,False,16.83,True,140.8
2025/26,100382,Pongakawa,Green,12,2026-03-16,49,3.362,WEATHER,False,False,15.85,True,156.8
2025/26,100382,Pongakawa,Green,13,2026-03-23,59,2.664,PEST_CCP3,True,True,17.65,True,188.8
2025/26,100382,Pongakawa,Green,14,2026-03-30,69,3.98,PEST_CCP2,True,False,16.97,True,220.8
2025/26,100382,Pongakawa,Green,15,2026-04-06,65,3.456,MECHANICAL,False,False,17.17,True,208.0
2025/26,100382,Pongakawa,Green,16,2026-04-13,64,3.197,WEATHER,False,False,16.73,True,204.8
2025/26,100382,Pongakawa,Green,17,2026-04-20,50,3.162,MECHANICAL,False,False,16.63,True,160.0
2025/26,100382,Pongakawa,Green,18,2026-04-27,77,3.264,MECHANICAL,False,False,16.9,True,246.4
2025/26,100382,Pongakawa,Green,19,2026-05-04,55,3.861,PEST_CCP3,True,True,17.05,True,176.0
2025/26,100382,Pongakawa,Green,20,2026-05-11,64,2.878,MECHANICAL,False,False,17.23,True,204.8
2025/26,100383,Pongakawa,Green,11,2026-03-09,19,3.16,MECHANICAL,False,False,16.47,True,60.8
2025/26,100383,Pongakawa,Green,12,2026-03-16,16,3.555,COOLSTORE_CCP5,True,False,17.04,True,51.2
2025/26,100383,Pongakawa,Green,13,2026-03-23,14,3.041,PEST_CCP3,True,True,17.6,True,44.8
2025/26,100383,Pongakawa,Green,14,2026-03-30,18,3.602,COOLSTORE_CCP5,True,False,16.27,True,57.6
2025/26,100383,Pongakawa,Green,15,2026-04-06,23,4.079,WEATHER,False,False,17.06,True,73.6
2025/26,100383,Pongakawa,Green,16,2026-04-13,19,3.263,PEST_CCP2,True,False,16.41,True,60.8
2025/26,100383,Pongakawa,Green,17,2026-04-20,23,3.656,MECHANICAL,False,False,16.03,True,73.6
2025/26,100383,Pongakawa,Green,18,2026-04-27,13,3.14,PEST_CCP2,True,False,16.8,True,41.6
2025/26,100383,Pongakawa,Green,19,2026-05-04,17,3.903,MECHANICAL,False,False,16.56,True,54.4
2025/26,100383,Pongakawa,Green,20,2026-05-11,14,3.603,MTS_BREACH,False,False,15.35,False,1105.5
2025/26,100384,Pongakawa,SunGold,13,2026-03-23,13,3.031,PEST_CCP2,True,False,17.41,True,41.6
2025/26,100384,Pongakawa,SunGold,14,2026-03-30,17,3.058,PEST_CCP3,True,True,17.63,True,54.4
2025/26,100384,Pongakawa,SunGold,15,2026-04-06,22,3.357,PEST_CCP2,True,False,17.12,True,70.4
2025/26,100384,Pongakawa,SunGold,16,2026-04-13,14,2.977,MECHANICAL,False,False,16.63,True,44.8
2025/26,100384,Pongakawa,SunGold,17,2026-04-20,14,2.829,MECHANICAL,False,False,17.56,True,44.8
2025/26,100384,Pongakawa,SunGold,18,2026-04-27,21,3.653,PEST_CCP3,True,True,17.06,True,67.2
2025/26,100384,Pongakawa,SunGold,19,2026-05-04,20,3.167,WEATHER,False,False,16.99,True,64.0
2025/26,100384,Pongakawa,SunGold,20,2026-05-11,23,3.765,MECHANICAL,False,False,16.72,True,73.6
2025/26,100384,Pongakawa,SunGold,21,2026-05-18,22,3.665,MTS_BREACH,False,False,15.66,False,2235.6
2025/26,100384,Pongakawa,SunGold,22,2026-05-25,17,3.936,MTS_BREACH,False,False,15.93,False,1620.0
2025/26,100385,Pongakawa,SunGold,13,2026-03-23,12,3.395,PEST_CCP3,True,True,16.49,True,38.4
2025/26,100385,Pongakawa,SunGold,14,2026-03-30,17,3.912,MECHANICAL,False,False,17.34,True,54.4
2025/26,100385,Pongakawa,SunGold,15,2026-04-06,8,2.764,PEST_CCP2,True,False,17.09,True,25.6
2025/26,100385,Pongakawa,SunGold,16,2026-04-13,15,3.626,PEST_CCP2,True,False,17.19,True,48.0
2025/26,100385,Pongakawa,SunGold,17,2026-04-20,10,3.283,MECHANICAL,False,False,16.97,True,32.0
2025/26,100385,Pongakawa,SunGold,18,2026-04-27,14,3.559,MECHANICAL,False,False,17.16,True,44.8
2025/26,100385,Pongakawa,SunGold,19,2026-05-04,6,2.566,COOLSTORE_CCP5,True,False,16.73,True,19.2
2025/26,100385,Pongakawa,SunGold,20,2026-05-11,10,3.388,PEST_CCP2,True,False,16.61,True,32.0
2025/26,100385,Pongakawa,SunGold,21,2026-05-18,12,3.304,PEST_CCP2,True,False,16.63,True,38.4
2025/26,100385,Pongakawa,SunGold,22,2026-05-25,15,3.951,WEATHER,False,False,16.52,True,48.0
2025/26,100386,Pongakawa,SunGold,13,2026-03-23,85,3.661,PEST_CCP3,True,True,18.04,True,272.0
2025/26,100386,Pongakawa,SunGold,14,2026-03-30,91,4.132,MECHANICAL,False,False,17.92,True,291.2
2025/26,100386,Pongakawa,SunGold,15,2026-04-06,42,2.952,WEATHER,False,False,16.85,True,134.4
2025/26,100386,Pongakawa,SunGold,16,2026-04-13,63,3.107,PEST_CCP3,True,True,16.95,True,201.6
2025/26,100386,Pongakawa,SunGold,17,2026-04-20,53,2.662,MECHANICAL,False,False,17.89,True,169.6
2025/26,100386,Pongakawa,SunGold,18,2026-04-27,53,3.454,MECHANICAL,False,False,17.31,True,169.6
2025/26,100386,Pongakawa,SunGold,19,2026-05-04,42,2.93,COOLSTORE_CCP5,True,False,17.15,True,134.4
2025/26,100386,Pongakawa,SunGold,20,2026-05-11,68,3.629,PEST_CCP2,True,False,17.51,True,217.6
2025/26,100386,Pongakawa,SunGold,21,2026-05-18,45,3.185,MECHANICAL,False,False,17.61,True,144.0
2025/26,100386,Pongakawa,SunGold,22,2026-05-25,53,3.07,COOLSTORE_CCP5,True,False,17.71,True,169.6
